"logFC","AveExpr","t","P.Value","adj.P.Val","B","GeneSymbol"
-1.63733333333333,3.496695,-3.86092273911745,0.000852214606019658,0.0741597150158307,-0.514860431984711,"GATA3"
1.95908833333333,4.9155975,3.85760812436755,0.000859093844771857,0.0743864143005443,-0.522034758601074,"CHFR"
-1.28616166666667,3.12517083333333,-3.85393715251931,0.000866776853519051,0.0746801205873543,-0.529979606346694,"POLG"
1.50214166666667,3.89976583333333,3.84920074095667,0.000876790307087811,0.0749455167385439,-0.540229065315917,"AVIL"
1.66180333333334,7.50518666666666,3.84832769151022,0.000878648518478937,0.0749455167385439,-0.542118164083573,"ADAM19"
-2.04902666666667,5.19349833333333,-3.84554947041195,0.000884587703606498,0.0749455167385439,-0.54812933694544,"BEND6"
-2.07604833333333,5.84892583333333,-3.84387634579369,0.000888183604263363,0.0749455167385439,-0.551749198970732,"CRBN"
-2.41960333333334,4.940405,-3.84200200155853,0.000892229152811385,0.0749455167385439,-0.555804191776397,"NHEDC2"
-2.260455,4.98830416666667,-3.83936878654244,0.000897943457511621,0.0749455167385439,-0.561500554954827,"GRSF1"
2.32859666666667,7.35213833333333,3.83673144761165,0.000903703012063166,0.0749455167385439,-0.567205384935718,"LIG1"
1.914945,5.0809425,3.83645585511436,0.000904306970529431,0.0749455167385439,-0.567801492917482,"ROBLD3"
-2.17514833333334,6.7653125,-3.83407305343723,0.00090954554221021,0.0750224199840118,-0.572955296041048,"KIAA1128"
1.66312833333333,4.1457125,3.82925349801259,0.000920233259205148,0.0751072833170944,-0.583378442583046,"CTSC"
-1.90985333333333,4.49679833333333,-3.82921276927516,0.00092032410556398,0.0751072833170944,-0.583466519106598,"MYO9A"
-1.82296333333333,5.13635833333333,-3.82778206899145,0.000923520950922673,0.0751072833170944,-0.586560359748628,"POLR2E"
-1.71507333333333,3.61618,-3.81829488126469,0.000944999428009109,0.0754508318979222,-0.607072561989262,"RAB3IP"
-2.17273166666667,6.72753416666667,-3.81757503857771,0.000946649135749367,0.0754508318979222,-0.608628678220912,"PLCB1"
-1.95326166666667,6.99879916666667,-3.81448115223186,0.000953772075742198,0.0754508318979222,-0.615316461533291,"PFN2"
1.59433333333333,4.27218833333333,3.81393148994942,0.000955043076396844,0.0754508318979222,-0.616504548591466,"SLC6A6"
-2.018475,6.2831275,-3.81366906676415,0.000955650476056539,0.0754508318979222,-0.617071765052438,"SLC9A6"
-1.57964333333333,4.120325,-3.81267515431078,0.000957954432267722,0.0754508318979222,-0.619220020469626,"KCNN1"
-1.50855166666666,9.42451583333333,-3.80922349612477,0.00096599835280537,0.0754508318979222,-0.626679940238017,"RTN1"
