"ID","Description","seed_fraction","median_NES","median_p.adjust"
"hsa04980","Cobalamin transport and metabolism",0,-1.25631260571382,0.5558395617169
"hsa05164","Influenza A",0,1.25615608059233,0.501169197245
"hsa04977","Vitamin digestion and absorption",0,1.2673697041296,0.553052851862918
"hsa05145","Toxoplasmosis",0,1.26117463204141,0.523429785612977
"hsa00040","Pentose and glucuronate interconversions",0,1.26407951576614,0.560221927445981
"hsa00100","Steroid biosynthesis",0,-1.2661451984747,0.542814492316634
"hsa03410","Base excision repair",0,1.24324022260217,0.550466020871641
"hsa04620","Toll-like receptor signaling pathway",0,1.22542215919141,0.53975339186606
"hsa04140","Autophagy - animal",0,1.23102293153921,0.531546316156116
"hsa05416","Viral myocarditis",0,1.23985954419172,0.548543036024263
"hsa04512","ECM-receptor interaction",0,1.2476359835713,0.539173229788949
"hsa04150","mTOR signaling pathway",0,1.22301389444785,0.538739974611967
"hsa05202","Transcriptional misregulation in cancer",0,1.2210460179299,0.533166108430594
"hsa04014","Ras signaling pathway",0,1.20506093658604,0.528392390298838
"hsa04960","Aldosterone-regulated sodium reabsorption",0,1.2344274176717,0.55219972707416
"hsa00603","Glycosphingolipid biosynthesis - globo and isoglobo series",0,-1.20248505112765,0.61507849574855
"hsa01212","Fatty acid metabolism",0,1.22932862406292,0.551287762532464
"hsa00350","Tyrosine metabolism",0,-1.21206780205398,0.567678593993055
"hsa05140","Leishmaniasis",0,1.25002893618004,0.541841292282351
"hsa05205","Proteoglycans in cancer",0,1.21041359710573,0.536648883291342
"hsa00380","Tryptophan metabolism",0,-1.20472956313866,0.564875197220831
"hsa00514","Other types of O-glycan biosynthesis",0,1.20026514578092,0.577586082126961
"hsa00010","Glycolysis / Gluconeogenesis",0,-1.20389573469891,0.54470577394614
"hsa00230","Purine metabolism",0,-1.18103819640605,0.541149504113498
"hsa05131","Shigellosis",0,1.20253266609444,0.53975339186606
"hsa04920","Adipocytokine signaling pathway",0,1.20964059282062,0.555497698681431
"hsa03320","PPAR signaling pathway",0,1.23419481909134,0.54536201482135
"hsa05160","Hepatitis C",0,1.18548848021591,0.548371395695811
"hsa04662","B cell receptor signaling pathway",0,1.20843652281103,0.551242518243022
"hsa05340","Primary immunodeficiency",0,1.17993173161222,0.61305549163972
"hsa05163","Human cytomegalovirus infection",0,1.17691220153895,0.545169816009126
"hsa04670","Leukocyte transendothelial migration",0,1.1526195318503,0.60168046254866
"hsa04114","Oocyte meiosis",0,-1.14771618559539,0.56492953836539
"hsa03008","Ribosome biogenesis in eukaryotes",0,-1.17578529938265,0.565362705058287
"hsa00053","Ascorbate and aldarate metabolism",0,-1.17652085406863,0.646860198727786
"hsa04330","Notch signaling pathway",0,1.17394139602356,0.609831452748724
"hsa04010","MAPK signaling pathway",0,1.16943917793348,0.544513575133917
"hsa04519","Cadherin signaling",0,1.14515636437495,0.547876388825488
"hsa04921","Oxytocin signaling pathway",0,-1.1495086852191,0.554633436473743
"hsa04370","VEGF signaling pathway",0,1.14473152704962,0.634787308758419
"hsa04820","Cytoskeleton in muscle cells",0,1.14271214156935,0.573040342353754
"hsa00601","Glycosphingolipid biosynthesis - lacto and neolacto series",0,-1.14597158287042,0.661506254371262
"hsa05223","Non-small cell lung cancer",0,1.13962169422593,0.618110756325654
"hsa00500","Starch and sucrose metabolism",0,-1.13164874748365,0.67144219682822
"hsa05211","Renal cell carcinoma",0,1.14050217124727,0.627170830087041
"hsa04218","Cellular senescence",0,1.13354001090909,0.606005546041027
"hsa04360","Axon guidance",0,1.11846883523545,0.626499116192154
"hsa05216","Thyroid cancer",0,1.12466379871828,0.659577604783068
"hsa05146","Amoebiasis",0,1.13908837647174,0.618122464792971
"hsa00591","Linoleic acid metabolism",0,-1.13606917623154,0.671478472346199
"hsa04672","Intestinal immune network for IgA production",0,1.13269291332641,0.65515455454796
"hsa04110","Cell cycle",0,-1.12644178316152,0.572495489470246
"hsa01240","Biosynthesis of cofactors",0,-1.12645788327574,0.582613707977302
"hsa00650","Butanoate metabolism",0,1.12044008332679,0.688582734911338
"hsa00565","Ether lipid metabolism",0,1.12303734296459,0.664285559201032
"hsa04658","Th1 and Th2 cell differentiation",0,1.11294195238819,0.65418658743891
"hsa05410","Hypertrophic cardiomyopathy",0,1.09635515464592,0.667148974293879
"hsa04072","Phospholipase D signaling pathway",0,1.11087407574636,0.645241289531082
"hsa00515","Mannose type O-glycan biosynthesis",0,-1.08879085889739,0.728226493121845
"hsa05120","Epithelial cell signaling in Helicobacter pylori infection",0,1.11142469832217,0.664760943499219
"hsa04740","Olfactory transduction",0,-1.0966480881213,0.657027239526541
"hsa00511","Other glycan degradation",0,-1.07997385422956,0.733311668003059
"hsa04210","Apoptosis",0,1.09895433918842,0.659031563933525
"hsa05414","Dilated cardiomyopathy",0,1.10224019233069,0.654967658333754
"hsa00220","Arginine biosynthesis",0,1.08629638264527,0.711439694707559
"hsa05415","Diabetic cardiomyopathy",0,1.08080962906326,0.666050832941268
"hsa03050","Proteasome",0,-1.05797187509198,0.731633557364275
"hsa01522","Endocrine resistance",0,1.06734763943382,0.696307301346008
"hsa04922","Glucagon signaling pathway",0,-1.06798298474979,0.698199952197041
"hsa03460","Fanconi anemia pathway",0,-1.06073543746319,0.729548178573782
"hsa04012","ErbB signaling pathway",0,1.05750665438056,0.709111782080148
"hsa05417","Lipid and atherosclerosis",0,1.07818933620512,0.665939722498407
"hsa04144","Endocytosis",0,-1.06790337736277,0.663253982631331
"hsa03013","Nucleocytoplasmic transport",0,1.06387907699208,0.699432044755492
"hsa04962","Vasopressin-regulated water reabsorption",0,1.08669963788602,0.696442082079315
"hsa05110","Vibrio cholerae infection",0,1.06892377514534,0.7140891478004
"hsa04966","Collecting duct acid secretion",0,1.04822792330264,0.7342983203872
"hsa05221","Acute myeloid leukemia",0,1.05462957011572,0.71612108738952
"hsa04213","Longevity regulating pathway - multiple species",0,1.07429665456667,0.705471363733846
"hsa05031","Amphetamine addiction",0,1.06842012287621,0.710581403015752
"hsa03015","mRNA surveillance pathway",0,1.04573495267147,0.715919995356544
"hsa04727","GABAergic synapse",0,1.04845679622407,0.717996253215091
"hsa04260","Cardiac muscle contraction",0,-1.04909904062974,0.726174804905425
"hsa04917","Prolactin signaling pathway",0,1.05738212776001,0.71499119811612
"hsa04020","Calcium signaling pathway",0,-1.05448552047903,0.684904099819961
"hsa05169","Epstein-Barr virus infection",0,1.04463443380515,0.715562474626523
"hsa04217","Necroptosis",0,1.02755082300741,0.726174804905425
"hsa01524","Platinum drug resistance",0,1.05474720065571,0.71499119811612
"hsa00534","Glycosaminoglycan biosynthesis - heparan sulfate / heparin",0,1.03856210531253,0.747203601906346
"hsa00620","Pyruvate metabolism",0,-1.04696229504353,0.732523112958954
"hsa04382","Cornified envelope formation",0,1.02077880025998,0.730776134505442
"hsa04622","RIG-I-like receptor signaling pathway",0,-1.03574450943677,0.739756594212644
"hsa00430","Taurine and hypotaurine metabolism",0,-1.02760611812451,0.772479712392248
"hsa04924","Renin secretion",0,1.03420217017606,0.729505748206268
"hsa04973","Carbohydrate digestion and absorption",0,1.0341057512039,0.742459828803066
"hsa00830","Retinol metabolism",0,-1.03825020843551,0.741870755073217
"hsa04517","IgSF CAM signaling",0,-1.03097917697526,0.71783652943806
"hsa04612","Antigen processing and presentation",0,1.03509493030975,0.727066498062993
"hsa00190","Oxidative phosphorylation",0,-1.02028993588403,0.750986156091141
"hsa00310","Lysine degradation",0,1.03872606398634,0.730320228111903
"hsa04950","Maturity onset diabetes of the young",0,-1.01209381785601,0.783549275068432
"hsa05226","Gastric cancer",0,1.00943172451235,0.742382133514793
"hsa04540","Gap junction",0,-1.00196593922415,0.768531185613311
"hsa04080","Neuroactive ligand-receptor interaction",0,-1.00182715069011,0.765334075222176
"hsa04015","Rap1 signaling pathway",0,1.0035457748359,0.754622189392473
"hsa05210","Colorectal cancer",0,1.004671874388,0.746347781870236
"hsa05170","Human immunodeficiency virus 1 infection",0,1.00092341644881,0.751515958308875
"hsa04216","Ferroptosis",0,0.984769296608614,0.782197067932873
"hsa00900","Terpenoid backbone biosynthesis",0,-0.989795477789903,0.808073715712212
"hsa05320","Autoimmune thyroid disease",0,-0.98931383885548,0.800439407996405
"hsa03010","Ribosome",0,0.993774054155883,0.759799801617033
"hsa04630","JAK-STAT signaling pathway",0,0.99143440333837,0.766681948639518
"hsa04910","Insulin signaling pathway",0,-0.998012051384417,0.785515872670359
"hsa04810","Regulation of actin cytoskeleton",0,0.978628057879537,0.786921086998187
"hsa04350","TGF-beta signaling pathway",0,0.993273971957013,0.765723646482664
"hsa04710","Circadian rhythm",0,0.99225706235879,0.783549275068432
"hsa04621","NOD-like receptor signaling pathway",0,0.966013860612292,0.802490504792164
"hsa04066","HIF-1 signaling pathway",0,0.984978360687097,0.770806549056144
"hsa05162","Measles",0,0.996108808855372,0.7645505839351
"hsa00563","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis",0,0.968999032596462,0.79770848478416
"hsa00630","Glyoxylate and dicarboxylate metabolism",0,-0.956661037178174,0.850688777442911
"hsa00062","Fatty acid elongation",0,0.95375149760917,0.831977904646128
"hsa04141","Protein processing in endoplasmic reticulum",0,-0.966305384059903,0.847734581851723
"hsa05014","Amyotrophic lateral sclerosis",0,-0.953092893408069,0.875810697157473
"hsa04081","Hormone signaling",0,-0.965419925188257,0.852364124681369
"hsa00730","Thiamine metabolism",0,0.970017304469011,0.825051991815662
"hsa05132","Salmonella infection",0,-0.955030697726585,0.87388667955102
"hsa04145","Phagocytosis",0,0.945524523303416,0.847323825920493
"hsa04625","C-type lectin receptor signaling pathway",0,0.936926864629775,0.841694368687112
"hsa05022","Pathways of neurodegeneration - multiple diseases",0,-0.953377627909137,0.876887117995905
"hsa05016","Huntington disease",0,-0.947460340638553,0.876199412972606
"hsa00520","Amino sugar and nucleotide sugar metabolism",0,-0.92987672075298,0.872720120131564
"hsa00790","Folate biosynthesis",0,0.948644893079249,0.830400468493592
"hsa03250","Viral life cycle - HIV-1",0,0.954208660201547,0.81109168095388
"hsa00590","Arachidonic acid metabolism",0,-0.938079060586121,0.866285533771915
"hsa04611","Platelet activation",0,0.958550526035343,0.810834866292177
"hsa00604","Glycosphingolipid biosynthesis - ganglio series",0,0.931812943573621,0.854931024036966
"hsa04750","Inflammatory mediator regulation of TRP channels",0,-0.926201489593643,0.876044431963362
"hsa04923","Regulation of lipolysis in adipocytes",0,-0.925499396773547,0.871102520603421
"hsa00280","Valine, leucine and isoleucine degradation",0,0.929381468679613,0.846126093746624
"hsa00510","N-Glycan biosynthesis",0,0.936778018142013,0.838840217353978
"hsa04514","Cell adhesion molecule (CAM) interaction",0,0.918625068210855,0.870875560079946
"hsa01250","Biosynthesis of nucleotide sugars",0,-0.92085221203094,0.871292058057427
"hsa05030","Cocaine addiction",0,0.939236686320911,0.836078535627247
"hsa00330","Arginine and proline metabolism",0,-0.918349030604896,0.873427869180055
"hsa05130","Pathogenic Escherichia coli infection",0,0.928324876391403,0.863340780344873
"hsa04211","Longevity regulating pathway",0,-0.914881855723388,0.879830869660463
"hsa05207","Chemical carcinogenesis - receptor activation",0,0.911976243515742,0.876556207448493
"hsa04520","Adherens junction",0,0.908330423585964,0.866856317004844
"hsa04530","Tight junction",0,0.912352019799352,0.871273617974477
"hsa04022","cGMP-PKG signaling pathway",0,-0.899572410634796,0.902402945450461
"hsa04726","Serotonergic synapse",0,-0.90590912081135,0.886704184022237
"hsa04925","Aldosterone synthesis and secretion",0,0.908182523441039,0.866493601230194
"hsa00860","Porphyrin metabolism",0,-0.907040263093231,0.876619420738513
"hsa00564","Glycerophospholipid metabolism",0,0.906706407547367,0.872516652707411
"hsa03083","Polycomb repressive complex",0,-0.902651089106202,0.882488816770946
"hsa04935","Growth hormone synthesis, secretion and action",0,0.891624318403117,0.878923571239024
"hsa04142","Lysosome biogenesis",0,0.89988692178852,0.889127912384502
"hsa03040","Spliceosome",0,-0.897362804019624,0.896805086688191
"hsa04742","Taste transduction",0,-0.900057554738581,0.884465378889852
"hsa04929","GnRH secretion",0,-0.877454764116533,0.892893880965853
"hsa03082","ATP-dependent chromatin remodeling",0,0.88940076877345,0.87816877478228
"hsa04640","Hematopoietic cell lineage",0,-0.882297672816928,0.901731289328216
"hsa00071","Fatty acid degradation",0,0.882738350348046,0.876121511882116
"hsa03018","RNA degradation",0,-0.886677995541029,0.891649953432416
"hsa04725","Cholinergic synapse",0,0.890158881867985,0.879830869660463
"hsa00640","Propanoate metabolism",0,0.896054934807378,0.870548061728625
"hsa05231","Choline metabolism in cancer",0,0.875312129349333,0.884413972197668
"hsa01232","Nucleotide metabolism",0,-0.891981712146858,0.890382448330699
"hsa00020","Citrate cycle (TCA cycle)",0,-0.87554348418847,0.885596554439109
"hsa04310","Wnt signaling pathway",0,0.869642342484289,0.90047678891729
"hsa04918","Thyroid hormone synthesis",0,0.901884918467786,0.866285533771915
"hsa05217","Basal cell carcinoma",0,0.888621346244187,0.874486289783337
"hsa04728","Dopaminergic synapse",0,0.870873982291247,0.891951582526283
"hsa03272","Virion - Hepatitis viruses",0,-0.863474569766681,0.893591738633449
"hsa04270","Vascular smooth muscle contraction",0,-0.871558663866946,0.932489736317814
"hsa05010","Alzheimer disease",0,0.875842132626199,0.933514395918676
"hsa00561","Glycerolipid metabolism",0,-0.867416297915652,0.899669703642429
"hsa04720","Long-term potentiation",0,0.868225374560019,0.884014884149851
"hsa00051","Fructose and mannose metabolism",0,-0.858654310714785,0.892000224974341
"hsa01230","Biosynthesis of amino acids",0,0.870710527901557,0.882488816770946
"hsa04961","Endocrine and other factor-regulated calcium reabsorption",0,0.864622632098331,0.885739912441431
"hsa05323","Rheumatoid arthritis",0,-0.850815903540934,0.930921310898693
"hsa00480","Glutathione metabolism",0,0.861770127258543,0.886105214260365
"hsa04082","Neuroactive ligand signaling",0,-0.848810554536375,0.960504818804338
"hsa03022","Basal transcription factors",0,-0.852872834376553,0.90004469202468
"hsa04971","Gastric acid secretion",0,0.839051048495849,0.900666303355172
"hsa04659","Th17 cell differentiation",0,-0.839693673303681,0.950482459935382
"hsa03440","Homologous recombination",0,0.827559745987663,0.896380933257123
"hsa05161","Hepatitis B",0,0.842810618228374,0.930358401860049
"hsa05143","African trypanosomiasis",0,0.845791893235099,0.890656059837241
"hsa01200","Carbon metabolism",0,-0.821279843699612,0.957033009319431
"hsa01040","Biosynthesis of unsaturated fatty acids",0,-0.843837129114445,0.897841391506726
"hsa04724","Glutamatergic synapse",0,0.828461091194504,0.932844890601159
"hsa04940","Type I diabetes mellitus",0,-0.814174107716088,0.934580250518921
"hsa05135","Yersinia infection",0,0.829429491845423,0.944431269768016
"hsa05020","Prion disease",0,0.820315377779774,0.958985906589081
"hsa04975","Fat digestion and absorption",0,-0.819348280126513,0.931201032804116
"hsa05144","Malaria",0,0.841277770752527,0.892137021843153
"hsa04130","SNARE interactions in vesicular transport",0,0.807928067610178,0.906960937872219
"hsa04981","Folate transport and metabolism",0,0.816419333361063,0.900912992444662
"hsa04974","Protein digestion and absorption",0,0.814183913736773,0.934561443203646
"hsa01523","Antifolate resistance",0,0.817772104310057,0.900666303355172
"hsa00250","Alanine, aspartate and glutamate metabolism",0,0.812824864016674,0.901802686112686
"hsa05212","Pancreatic cancer",0,0.792473607510493,0.947571077482274
"hsa04137","Mitophagy - animal",0,0.795398687508285,0.952968615840757
"hsa04934","Cushing syndrome",0,0.804385035208414,0.956605254036439
"hsa04911","Insulin secretion",0,0.796022725236204,0.950643211394237
"hsa04261","Adrenergic signaling in cardiomyocytes",0,0.792686213794658,0.966157340949561
"hsa02010","ABC transporters",0,-0.790847625986371,0.949916592229266
"hsa04024","cAMP signaling pathway",0,0.795170721697742,0.977628651395156
"hsa05330","Allograft rejection",0,-0.785050125591517,0.949916592229266
"hsa04928","Parathyroid hormone synthesis, secretion and action",0,-0.794707031869029,0.978463699446414
"hsa05017","Spinocerebellar ataxia",0,-0.787119739949302,0.996221850708345
"hsa00785","Lipoic acid metabolism",0,0.777323605093776,0.923595083591001
"hsa04714","Thermogenesis",0,-0.786600830104916,0.99862875638035
"hsa04713","Circadian entrainment",0,0.777415758429129,0.95467565196473
"hsa00052","Galactose metabolism",0,0.78199722886347,0.932489736317814
"hsa00260","Glycine, serine and threonine metabolism",0,0.772079448353223,0.945253862467982
"hsa04972","Pancreatic secretion",0,-0.777155621316798,0.977552336441422
"hsa04912","GnRH signaling pathway",0,0.784911152019829,0.953149794224935
"hsa00982","Drug metabolism - cytochrome P450",0,-0.782163012785036,0.955540286496066
"hsa05321","Inflammatory bowel disease",0,0.772213390801945,0.952559584716705
"hsa00270","Cysteine and methionine metabolism",0,0.760944227424305,0.953254968618984
"hsa04730","Long-term depression",0,-0.768864983159622,0.959842061245733
"hsa00910","Nitrogen metabolism",0,-0.758506589363968,0.947571077482274
"hsa05219","Bladder cancer",0,0.768569345613822,0.950482459935382
"hsa04614","Renin-angiotensin system",0,-0.753027295885454,0.95085989961574
"hsa04340","Hedgehog signaling pathway",0,0.753922795303978,0.953923573116626
"hsa04623","Cytosolic DNA-sensing pathway",0,-0.75708899114794,0.984237852619841
"hsa00541","Biosynthesis of various nucleotide sugars",0,-0.74223179119819,0.952191418778985
"hsa01210","2-Oxocarboxylic acid metabolism",0,0.74161175662706,0.950643211394237
"hsa04930","Type II diabetes mellitus",0,-0.745069214841396,0.965274814570687
"hsa05310","Asthma",0,-0.738234544466447,0.957617258312169
"hsa04913","Ovarian steroidogenesis",0,0.740796029076467,0.955683631794282
"hsa00592","alpha-Linolenic acid metabolism",0,-0.749215639046901,0.950509189979341
"hsa00512","Mucin type O-glycan biosynthesis",0,-0.740205352158053,0.960587072607024
"hsa04915","Estrogen signaling pathway",0,0.734409000455969,0.997290202119437
"hsa04120","Ubiquitin mediated proteolysis",0,0.735330685720569,0.998028544347069
"hsa04152","AMPK signaling pathway",0,0.743955820858232,0.994559166949756
"hsa00450","Selenocompound metabolism",0,-0.708407929051814,0.954420751318522
"hsa05033","Nicotine addiction",0,0.716135085252959,0.966670754308834
"hsa05332","Graft-versus-host disease",0,0.725538234265809,0.95939553292135
"hsa04721","Synaptic vesicle cycle",0,0.700190291738608,0.997958971154847
"hsa04156","Integrated stress response (ISR) signaling pathway",0,0.721820505534321,0.971402612323322
"hsa00670","One carbon pool by folate",0,-0.692531695958126,0.982959790722155
"hsa00140","Steroid hormone biosynthesis",0,-0.679508269240044,0.99849761933062
"hsa04970","Salivary secretion",0,0.6658456994195,0.99862875638035
"hsa05204","Chemical carcinogenesis - DNA adducts",0,0.680992010631016,0.993754293193574
"hsa04916","Melanogenesis",0,0.662055356526537,0.998833990604602
"hsa04927","Cortisol synthesis and secretion",0,-0.661867099986363,0.998829388776324
"hsa00980","Metabolism of xenobiotics by cytochrome P450",0,-0.655418500198157,0.99862875638035
"hsa05032","Morphine addiction",0,0.646012699104992,0.998829388776324
"hsa04723","Retrograde endocannabinoid signaling",0,0.641947117217321,1
"hsa04136","Autophagy - other",0,0.607509280514479,0.998327836361657
"hsa03020","RNA polymerase",0,0.603152177882522,0.998393863117322
"hsa00030","Pentose phosphate pathway",0,-0.565940559294446,0.998833990604602
"hsa00532","Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate",0,-0.574707013861479,0.99862875638035
"hsa00513","Various types of N-glycan biosynthesis",0,-0.531593407366603,1
