"logFC","AveExpr","t","P.Value","adj.P.Val","B","GeneSymbol"
5.75500369120833,2.60777385863636,9.34900186670026,2.73785116435471e-11,5.97262231503979e-07,12.516832740245,"RGS1"
4.69628407641667,2.85075492263636,8.33648176198502,5.03926825624257e-10,5.49658185049658e-06,10.4672483014674,"SERPINA3"
3.49243831808333,3.51141886609091,7.56951008536381,4.95653445480554e-09,2.88773834343086e-05,8.79664877253625,"PTEN"
4.35882180791667,2.89927726027273,7.52619859258445,5.64988087462829e-09,2.88773834343086e-05,8.69942314474466,"CEBPD"
5.06976866233333,1.30771832636364,7.47392367417765,6.61869893062311e-09,2.88773834343086e-05,8.58168195489394,"APOC1"
4.161282629,1.81703394054545,6.88988125757466,3.94298463712879e-08,0.000143360349764941,7.23819267428277,"DLG5"
4.16516956083334,3.25742675172727,6.58139642162842,1.02257674660701e-07,0.000318678738960455,6.50946013076998,"CHI3L1"
3.250733091875,2.83304936436364,6.41718687569178,1.70208025964601e-07,0.000464136010802222,6.11679206740296,"APOE"
4.04483484970833,2.01029985918182,5.85870442329183,9.70081319448204e-07,0.00235136933152917,4.76075410347027,"IFITM3"
3.20526007508333,2.29004315409091,5.74535449444175,1.38195594808515e-06,0.00280774154264251,4.48240948637229,"DTNA"
3.43440973929167,3.622426382,5.73760989870579,1.41577616177252e-06,0.00280774154264251,4.46336175554739,"AQP1"
3.4693017055,2.02703164709091,5.52911905440928,2.71376634677267e-06,0.00493340107123714,3.94936614995901,"APLNR"
2.12499015475,6.07640668527273,5.27179446468842,6.04899240078224e-06,0.0101506745556203,3.31267052156072,"NDRG4"
-2.01192145391667,6.30309889481818,-5.23750746283167,6.72940012970905e-06,0.0104858474164002,3.22772834548847,"PRUNE2"
2.53978065958333,4.11249964963636,5.05628433263141,1.18076390475488e-05,0.0162039236927442,2.77870007153633,"PMP2"
2.93533412616667,1.32916602672727,5.03984809420054,1.2424031166928e-05,0.0162039236927442,2.73798420227479,"KAT6A"
2.31831610179167,3.41581756436364,5.03460234515591,1.26273987062411e-05,0.0162039236927442,2.72499022121873,"CD74"
3.506334177,1.21715592363636,4.83389330050349,2.34615416701019e-05,0.0269949759196893,2.22830870502296,"MLX"
3.85613311016667,-0.027009925909091,4.83320132253644,2.3511553631634e-05,0.0269949759196893,2.2265985757155,"GJB6"
2.74209880108333,1.97321041218182,4.77470706158279,2.81434623908758e-05,0.0306974816028478,2.08211440770872,"LGALS3"
2.2540660045,4.96388355154545,4.73914515959775,3.13890944707046e-05,0.0325250198249033,1.99435566158464,"GJA1"
3.267323594375,2.97881949736364,4.70130741572446,3.52488993444506e-05,0.0325250198249033,1.90105666217298,"APOLD1"
2.946019829125,1.54412348472727,4.69322740195129,3.61319746007405e-05,0.0325250198249033,1.88114411812511,"CLDN5"
3.41399273895833,2.15117170681818,4.69155772859161,3.63171604437456e-05,0.0325250198249033,1.87702983815581,"F3"
2.1526694305,3.41202420463636,4.68160069888045,3.74411249143687e-05,0.0325250198249033,1.85249807608341,"CEBPB"
-1.858419469875,6.90544919872727,-4.6702474650096,3.87646351339669e-05,0.0325250198249033,1.82453401536056,"STMN2"
2.87280789079167,1.782366471,4.63266336417827,4.34840938747725e-05,0.0341317990182737,1.7320214641911,"C1QC"
2.47488880608333,2.32152641936364,4.63022712768408,4.38088641994804e-05,0.0341317990182737,1.72602804692581,"TXNIP"
2.95751009304167,1.23460657363636,4.44944058293467,7.59264883163741e-05,0.0571150462973001,1.2825884656284,"STC1"
-3.15770417441667,0.0834975518181818,-4.38985856164865,9.091763806901e-05,0.0661122758158484,1.13710211636051,"DPYS"
3.05927859679167,1.22853565890909,4.3391561933956,0.000105936328770141,0.0745484197458265,1.01359818559744,"C1QB"
3.06141917533333,0.116208147636364,4.2927214554255,0.000121811331675391,0.0830410687655828,0.900751109418736,"TNFRSF1A"
3.10360101879167,2.65849899563636,4.24853890638381,0.000139070867761064,0.0919342721275035,0.793625223385362,"MT1M"
3.782199382,-0.0890777803636364,4.20776038925915,0.000157113456983881,0.100806766591276,0.694980165337991,"LRPAP1"
2.481375374375,1.60725514890909,4.1880833552961,0.000166620379257052,0.102405105405527,0.647462163338911,"ITGB5"
-0.965598319625002,9.67763613163636,-4.18334386207655,0.000168993068741645,0.102405105405527,0.636024935690351,"TUBA1A"
1.90958570445833,3.52140996290909,4.15073574776728,0.000186237226860501,0.109804462269239,0.557423721652695,"IFITM2"
2.71391632241667,0.574755533727273,4.1139628781403,0.00020775127753533,0.119265634721927,0.468973106157114,"NUCKS1"
2.37681153033333,2.15481047354545,4.0931164667871,0.00022100665692164,0.123622056942195,0.418923258562566,"PREX1"
2.05883420820833,3.97475496327273,4.03360877699388,0.000263552073871611,0.14373471228773,0.27643710605248,"SPARC"
-2.83931570758333,-1.81368764990909,-4.01171331591562,0.000281136048875178,0.14704825179896,0.224159295369446,"CDKN2B-AS1"
2.354599578875,2.08714889536364,4.00521810706424,0.000286568658639995,0.14704825179896,0.208667186605289,"C3"
2.01690974208333,3.36520592845455,4.00135298178929,0.000289849866025912,0.14704825179896,0.199451741968874,"EEF1A1"
2.35903470658333,1.64193268445455,3.96358637295605,0.000323898523694238,0.158905195147183,0.109546097996232,"UVSSA"
2.67505576095833,0.822959825545454,3.95951906245368,0.000327789767665516,0.158905195147183,0.0998789723101323,"VWF"
2.362174825125,1.54263448936364,3.89740350306307,0.000393182532989405,0.186462542547041,-0.0473722222429602,"RTF1"
2.02143105029167,2.98609731527273,3.87666790764227,0.000417712237164044,0.188006792540114,-0.0963627734067414,"LOC100129129"
2.56883622325,1.457823917,3.87481501323909,0.00041997515020244,0.188006792540114,-0.100736339201338,"UCP2"
-2.82119190095833,-1.85728625563636,-3.8729267514554,0.000422293506049304,0.188006792540114,-0.105192681892031,"ITGBL1"
