"ID","Description","seed_fraction","median_NES","median_p.adjust"
"GO:1901550","regulation of endothelial cell development",0,1.70727985260331,0.181617335188574
"GO:1903140","regulation of establishment of endothelial barrier",0,1.70727985260331,0.181617335188574
"GO:0150078","positive regulation of neuroinflammatory response",0,1.69933475894533,0.17075790064321
"GO:0051895","negative regulation of focal adhesion assembly",0,1.67890886678898,0.188341124781651
"GO:0090280","positive regulation of calcium ion import",0,1.67697987257567,0.200373545272597
"GO:1904018","positive regulation of vasculature development",0,1.67244661063038,0.135222551174292
"GO:0006953","acute-phase response",0,1.7047914244698,0.184604029207374
"GO:0001936","regulation of endothelial cell proliferation",0,1.71376643047833,0.158823049607182
"GO:0048144","fibroblast proliferation",0,1.68679119666949,0.187374301326579
"GO:0010878","cholesterol storage",0,1.67763578456421,0.188341124781651
"GO:0045766","positive regulation of angiogenesis",0,1.66777522792415,0.143434228702402
"GO:0061448","connective tissue development",0,1.69582274778059,0.107304687215515
"GO:0043116","negative regulation of vascular permeability",0,1.70249286044337,0.184958697168954
"GO:0072091","regulation of stem cell proliferation",0,1.70279147623579,0.186653266428332
"GO:0071294","cellular response to zinc ion",0,1.69821921446314,0.200388574686626
"GO:0042130","negative regulation of T cell proliferation",0,1.68187885581215,0.194777304904059
"GO:1902993","positive regulation of amyloid precursor protein catabolic process",0,1.67001495258809,0.200816226585545
"GO:0150118","negative regulation of cell-substrate junction organization",0,1.69490667234912,0.201195752700324
"GO:0051926","negative regulation of calcium ion transport",0,1.66350557608516,0.216407395193652
"GO:0061387","regulation of extent of cell growth",0,1.69751919248166,0.168322617137352
"GO:0097107","postsynaptic density assembly",0,1.67725371956865,0.195279539094807
"GO:0006957","complement activation, alternative pathway",0,1.68869646879371,0.173491514336632
"GO:0002455","humoral immune response mediated by circulating immunoglobulin",0,1.69367601157486,0.183412439899654
"GO:0061082","myeloid leukocyte cytokine production",0,1.66637196308951,0.200816226585545
"GO:0048145","regulation of fibroblast proliferation",0,1.71534944089502,0.164889496359419
"GO:0034375","high-density lipoprotein particle remodeling",0,1.6717132306384,0.211728597704322
"GO:0090398","cellular senescence",0,1.71146484086551,0.168533071646311
"GO:0140962","multicellular organismal-level chemical homeostasis",0,1.68062324108281,0.176735522481615
"GO:0071276","cellular response to cadmium ion",0,1.66550440925068,0.193432621712827
"GO:0071549","cellular response to dexamethasone stimulus",0,1.69165180727536,0.187379454976361
"GO:0035332","positive regulation of hippo signaling",0,1.69196869176364,0.162981104522125
"GO:0032945","negative regulation of mononuclear cell proliferation",0,1.67874103838569,0.189400883693035
"GO:0032801","receptor catabolic process",0,1.66588594838137,0.189400883693035
"GO:1900221","regulation of amyloid-beta clearance",0,1.68668715761159,0.188206536198874
"GO:0006638","neutral lipid metabolic process",0,1.66585608954711,0.165509544481636
"GO:0006639","acylglycerol metabolic process",0,1.66585608954711,0.165509544481636
"GO:0051591","response to cAMP",0,1.68393599277361,0.172954997524113
"GO:0010884","positive regulation of lipid storage",0,1.67408906800627,0.178330821355693
"GO:0042552","myelination",0,1.66577291022083,0.176097218520583
"GO:0034638","phosphatidylcholine catabolic process",0,1.67998344119296,0.173491514336632
"GO:0050672","negative regulation of lymphocyte proliferation",0,1.66200037554453,0.193049282071234
"GO:0010812","negative regulation of cell-substrate adhesion",0,1.64920603008309,0.205329665454619
"GO:0045765","regulation of angiogenesis",0,1.64511876254288,0.109719109098936
"GO:0045069","regulation of viral genome replication",0,1.62858920453675,0.216567655890178
"GO:0030225","macrophage differentiation",0,1.65828114594689,0.211851008662973
"GO:1903900","regulation of viral life cycle",0,1.66022589013594,0.177442430355324
"GO:0046475","glycerophospholipid catabolic process",0,1.66593512646882,0.202185022825901
"GO:0070227","lymphocyte apoptotic process",0,1.68282786451398,0.200289517164719
"GO:0006641","triglyceride metabolic process",0,1.69572630741969,0.169003767584141
"GO:2001138","regulation of phospholipid transport",0,1.65880757603843,0.174588887062062
"GO:2001140","positive regulation of phospholipid transport",0,1.65880757603843,0.174588887062062
"GO:0019083","viral transcription",0,1.67337770364166,0.203496116631575
"GO:0051216","cartilage development",0,1.65598074255298,0.172797793586437
"GO:0007272","ensheathment of neurons",0,1.63792087181708,0.182377325673035
"GO:0008366","axon ensheathment",0,1.63792087181708,0.182377325673035
"GO:1903725","regulation of phospholipid metabolic process",0,1.65758101224985,0.192757297186939
"GO:1901888","regulation of cell junction assembly",0,1.64658672921062,0.10415203495624
"GO:0021782","glial cell development",0,1.6417831473432,0.197671144581685
"GO:0045933","positive regulation of muscle contraction",0,-1.66281721356324,0.108827189678122
"GO:0019068","virion assembly",0,1.62804959210931,0.226178218628741
"GO:0061081","positive regulation of myeloid leukocyte cytokine production involved in immune response",0,1.66064169210994,0.179400429060459
"GO:0071385","cellular response to glucocorticoid stimulus",0,1.64361493343448,0.228610887262712
"GO:0070661","leukocyte proliferation",0,1.62647057966587,0.118338432538559
"GO:0097106","postsynaptic density organization",0,1.6472160949385,0.214361922666182
"GO:0097062","dendritic spine maintenance",0,1.66143393514248,0.216994995941978
"GO:0001837","epithelial to mesenchymal transition",0,1.64395357318576,0.159972415441705
"GO:0072224","metanephric glomerulus development",0,1.66109080432172,0.173491514336632
"GO:0010614","negative regulation of cardiac muscle hypertrophy",0,1.64013934300076,0.201103342935959
"GO:0046621","negative regulation of organ growth",0,1.63799193714504,0.238414451305852
"GO:0071384","cellular response to corticosteroid stimulus",0,1.66728893136374,0.206429501253788
"GO:0045807","positive regulation of endocytosis",0,1.60836976900783,0.177111401947443
"GO:0007586","digestion",0,1.61535422150159,0.193781830844724
"GO:0007611","learning or memory",0,1.65225902125609,0.146018621694944
"GO:0030516","regulation of axon extension",0,1.66460357827795,0.19506908624622
"GO:0048675","axon extension",0,1.63003032038397,0.1990872580297
"GO:0030890","positive regulation of B cell proliferation",0,1.65122129135864,0.19525261572708
"GO:0060349","bone morphogenesis",0,1.65396223113581,0.200538261208464
"GO:0051928","positive regulation of calcium ion transport",0,1.62867617037939,0.1990872580297
"GO:0051965","positive regulation of synapse assembly",0,1.63429905613681,0.224074305726911
"GO:0050890","cognition",0,1.64716259560984,0.122568396678544
"GO:0032570","response to progesterone",0,1.64261281233477,0.226740568648494
"GO:0050792","regulation of viral process",0,1.60366674537307,0.17626273976484
"GO:0034384","high-density lipoprotein particle clearance",0,1.62145185900479,0.192206498708773
"GO:0022600","digestive system process",0,1.63592927574065,0.18726690757042
"GO:0003161","cardiac conduction system development",0,1.64614375816519,0.195873726597544
"GO:0046782","regulation of viral transcription",0,1.6452107565345,0.226245650627443
"GO:0009395","phospholipid catabolic process",0,1.62605668231248,0.237066124903214
"GO:0043030","regulation of macrophage activation",0,1.63010574386014,0.225747686406744
"GO:0050878","regulation of body fluid levels",0,1.63683159090745,0.0979530835017544
"GO:0030888","regulation of B cell proliferation",0,1.6296218003276,0.207889398762095
"GO:0048705","skeletal system morphogenesis",0,1.62780762751177,0.183825904045243
"GO:0035633","maintenance of blood-brain barrier",0,1.63439551749468,0.219557511218812
"GO:0051969","regulation of transmission of nerve impulse",0,-1.61967873452744,0.138108004353231
"GO:0050995","negative regulation of lipid catabolic process",0,1.62767766011048,0.236984130576649
"GO:0046651","lymphocyte proliferation",0,1.63762972439926,0.124305209472901
"GO:0019755","one-carbon compound transport",0,1.61870436395004,0.219957277881597
"GO:0010874","regulation of cholesterol efflux",0,1.62347255668661,0.225229233025777
"GO:0090077","foam cell differentiation",0,1.59093256346812,0.252850218831296
"GO:0010896","regulation of triglyceride catabolic process",0,1.64069740880618,0.181983587122779
"GO:0010977","negative regulation of neuron projection development",0,1.61729125704558,0.193813065429741
"GO:0061577","calcium ion transmembrane transport via high voltage-gated calcium channel",0,-1.62291127957707,0.146464337485408
"GO:0019724","B cell mediated immunity",0,1.61655100044585,0.193813065429741
"GO:0000212","meiotic spindle organization",0,1.6405215087551,0.190597515274855
"GO:0035265","organ growth",0,1.65932459438791,0.178068728111428
"GO:0001941","postsynaptic membrane organization",0,1.63605097138599,0.203884614820841
"GO:1901342","regulation of vasculature development",0,1.63862449636504,0.113935798545313
"GO:0006898","receptor-mediated endocytosis",0,1.61296592591086,0.124411432984702
"GO:1903589","positive regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis",0,1.60899936158706,0.200790218208116
"GO:0060795","cell fate commitment involved in formation of primary germ layer",0,1.60999952368617,0.227449944561284
"GO:0050770","regulation of axonogenesis",0,1.62147115103004,0.196899378294105
