"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment","log2err"
"GO:0042119","neutrophil activation",35,0.851300256765657,1.99307056609407,3.31891264638749e-06,0.00103904091916238,0.00049457626686312,719,"tags=31%, list=5%, signal=30%","301/7305/11027/2207/1773/3684/57580/2896/5580/3689/6688",0.627256739718528
"GO:0043277","apoptotic cell clearance",31,0.855532633632511,1.96642473779052,8.58561895277955e-06,0.00212200350538173,0.00101005894244107,364,"tags=19%, list=3%, signal=19%","718/7052/301/7305/7057/54209",0.593325476396405
"GO:0006911","phagocytosis, engulfment",39,0.81912312323329,1.91625620940608,6.60298745792003e-06,0.00193797681889953,0.00092246351677013,658,"tags=28%, list=5%, signal=27%","718/2934/3673/5336/3071/4627/7057/3684/4481/54209/3689",0.610526878385931
"GO:0003407","neural retina development",55,0.74563481551714,1.914092536317,2.28183083790551e-05,0.00290438172875711,0.00138246554727809,973,"tags=24%, list=7%, signal=22%","493/121643/2353/84465/28996/7021/10083/204851/22882/6662/1745/7020/30812",0.575610261071129
"GO:0072210","metanephric nephron development",34,0.834286933135498,1.91130182589154,7.77206995181974e-06,0.00212200350538173,0.00101005894244107,973,"tags=26%, list=7%, signal=25%","358/947/5311/7021/130497/55366/1958/6662/30812",0.593325476396405
"GO:0007229","integrin-mediated signaling pathway",99,0.686455579976507,1.90772289159988,1.80388814969447e-06,0.000705921562580435,0.00033601376488682,1086,"tags=25%, list=7%, signal=24%","7076/7305/3687/2207/55679/3913/3673/3691/3678/3908/4627/2013/5747/3684/3675/4811/2316/2335/84695/3055/3689/25/1281/8751/3911",0.643551836150722
"GO:0140053","mitochondrial gene expression",142,-0.744745932065795,-1.9031494577167,2.21430005737138e-09,1.0398353069416e-05,4.94954389933197e-06,2471,"tags=45%, list=17%, signal=38%","51335/63899/219402/51253/55037/10352/64432/285367/56945/64965/28998/5562/64969/9617/51081/51116/51263/6182/80222/64968/51642/51654/10102/7818/64216/128308/55168/64960/10240/51073/51650/65080/283459/23395/85476/26995/60493/55149/5018/64928/64951/65005/6832/9238/7284/64981/65993/64976/54148/51069/92170/84545/26589/51258/51649/10128/55699/23107/116540/54460/57129/64963/84311/10573",0.774939030136436
"GO:0036230","granulocyte activation",39,0.811844084397372,1.8992276297308,1.09778944659059e-05,0.00245486630532829,0.00116849932523936,965,"tags=31%, list=7%, signal=29%","301/7305/11027/2207/1773/3684/57580/2896/5580/3689/6688/5169",0.593325476396405
"GO:0042476","odontogenesis",71,0.701064192033817,1.8682177800534,2.2478240835468e-05,0.00290438172875711,0.00138246554727809,1333,"tags=23%, list=9%, signal=21%","358/1906/947/29123/1441/130497/3399/401138/7020/249/3624/79641/84957/54880/7043/1080",0.575610261071129
"GO:0032543","mitochondrial translation",114,-0.760135961793196,-1.86760556773293,1.23387949012971e-08,1.44857452141228e-05,6.89511419483522e-06,2471,"tags=50%, list=17%, signal=42%","51335/63899/219402/51253/55037/10352/64432/285367/56945/64965/28998/64969/9617/51081/51116/51263/6182/80222/64968/51642/10102/7818/128308/55168/64960/10240/51073/51650/65080/283459/23395/85476/26995/5018/64928/64951/65005/7284/64981/65993/64976/54148/51069/92170/84545/26589/51258/51649/10128/55699/23107/116540/54460/57129/64963/84311/10573",0.747739663149885
"GO:0002274","myeloid leukocyte activation",188,0.61470418213747,1.85876145770654,6.59100193669889e-08,6.1902690189476e-05,2.94652509425481e-05,1632,"tags=27%, list=11%, signal=24%","301/11326/7305/140/712/11027/2207/6622/3566/8832/5336/4137/22918/7057/7048/1773/3684/143684/54209/64332/57580/9173/972/2335/2214/8773/2896/5580/3689/671/51063/6688/10537/10666/5169/9846/23729/5788/3553/8673/1907/1435/1050/3554/4067/6844/3815/10202/6863/306/5294",0.704975715167238
"GO:0042044","fluid transport",30,0.82454816166551,1.84898410277007,6.0249071622284e-05,0.0051637486437342,0.00245790851942228,149,"tags=10%, list=1%, signal=10%","358/1906/6563",0.557332238758646
